entry_id,scenario_id,agent_type,provider,model_family,prompt_mode,risk_feedback_mode,evidence_tags,claim_class,evidence_tier,claim_scope,parse_coverage,model_redacted,data_source,frequency,symbols,total_return,max_drawdown,fill_rate,rejected_orders,risk_edits,audit_coverage,reproducibility_hash,reproducibility_status,redaction_status,source_file
ta-b19cdee87bee,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.04159240617550464,-0.053374267864245484,0.8,3,0,1.0,sha256:b19cdee87bee635aafa1316d2df05095449f6b549d8a54d1331f7e23745fcc1c,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__baseline_random__seed_31.json
ta-f17b01957b04,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.06919076526954648,-0.04494148910462359,0.6857142857142857,8,0,1.0,sha256:f17b01957b04e4ad8361d2daf47d5ec0dfff9cbb0c14dca6fcae120d2213b386,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__baseline_random__seed_7.json
ta-62847a2b522a,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,deepseek,deepseek-v4-flash,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.011112171565318185,-0.056618626037848285,0.7857142857142857,3,37,1.0,sha256:62847a2b522abb58940534288fadfbafd5975cbdbcf5baad5442eaf670e45759,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__deepseek_deepseek_v4_flash__seed_11.json
ta-1e387f026feb,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,deepseek,deepseek-v4-flash,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.011080269274944876,-0.056618626037848285,0.8,3,31,1.0,sha256:1e387f026febbacee227ba0039137468355fe5a1757a0165e9dbeb08f0c9b873,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__deepseek_deepseek_v4_flash__seed_17.json
ta-1798bc1768be,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,deepseek,deepseek-v4-flash,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.10932258210706935,-0.11989906247503879,0.7096774193548387,6,36,1.0,sha256:1798bc1768be5d50328fc202a4a4cdd4975e8ce252b005840603fa284f7bce8f,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__deepseek_deepseek_v4_flash__seed_23.json
ta-6b9d42757b1a,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,deepseek,deepseek-v4-flash,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.11837830112387582,-0.11989906247503879,0.6785714285714286,6,30,1.0,sha256:6b9d42757b1abda1b4758b22401421cea1f0cf76bc9c0c8f16578b7dc87143a4,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__deepseek_deepseek_v4_flash__seed_31.json
ta-3c681fbadada,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,deepseek,deepseek-v4-flash,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.005538251031219188,-0.056618626037848285,0.8275862068965517,4,37,1.0,sha256:3c681fbadada5f0bf46fa1d37623912ea6332af72327d1a9020a6bbe24cec886,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__deepseek_deepseek_v4_flash__seed_7.json
ta-a72a9fc81b75,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,deepseek,deepseek-v4-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.022925285369932547,-0.04109049438199874,0.7142857142857143,3,24,1.0,sha256:a72a9fc81b7594188c74ddff29bf1ff57e4e2e46271da26f0ab1b3837b88051d,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__deepseek_deepseek_v4_pro__seed_11.json
ta-6e1fb210d152,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,deepseek,deepseek-v4-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.03822854383388996,-0.050869846033576915,0.75,3,17,1.0,sha256:6e1fb210d152ac2236214bed0ebf27e8ead73f909ed6fc8d75a21caf844876c9,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__deepseek_deepseek_v4_pro__seed_17.json
ta-6e36090be7cc,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,deepseek,deepseek-v4-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.041080283816303576,-0.050869846033576915,0.6666666666666666,4,22,1.0,sha256:6e36090be7ccb6b1795d0051dbd717f9e88c61619513be558b8063c4e3e6b664,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__deepseek_deepseek_v4_pro__seed_23.json
ta-33360ef68cb9,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,deepseek,deepseek-v4-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.11837830112387582,-0.11989906247503879,0.7391304347826086,5,18,1.0,sha256:33360ef68cb91f0c48e05321eef5b68d1ea009039a70f773823e7fe4eea2d80a,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__deepseek_deepseek_v4_pro__seed_31.json
ta-956794b2c8db,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,deepseek,deepseek-v4-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.005499841905285963,-0.050869846033576915,0.7692307692307693,5,25,1.0,sha256:956794b2c8db6a940c4a4da5ed967f3e9b4cd7e97d46a98b8277e73a45e55d67,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__deepseek_deepseek_v4_pro__seed_7.json
ta-5d7be6f375fe,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,claude-opus-4.7,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,0.9167,False,yahoo-finance-csv,weekly,3,-0.014632949399846273,-0.042417256002468595,0.72,4,34,1.0,sha256:5d7be6f375fed388458db37b8493375fa4431b0c71424633b078c101d68d7281,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_claude_opus_4_7__seed_11.json
ta-f3e3116e2730,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,claude-opus-4.7,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.018158182173011683,-0.05830833721687001,0.8,3,31,1.0,sha256:f3e3116e2730f9c224e2a65f64368089f73aa0f882a94e1bb253036d0591475e,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_claude_opus_4_7__seed_17.json
ta-76bd42463b57,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,claude-opus-4.7,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.010120949299716742,-0.0442542912604762,0.6538461538461539,6,35,1.0,sha256:76bd42463b57a75f69e3d3002f50f8aec6cc568d261a2f8755421b75aff4a5a4,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_claude_opus_4_7__seed_23.json
ta-52282c9a9d51,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,claude-opus-4.7,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.04294666571299777,-0.044648539063345094,0.6956521739130435,4,33,1.0,sha256:52282c9a9d512fdc58d2416a90e15b0cf5b6c92bd4e8e707c027a9d8e53763b8,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_claude_opus_4_7__seed_31.json
ta-28d78d5b9968,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,claude-opus-4.7,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.04390939585215947,-0.054031432443877536,0.8125,3,40,1.0,sha256:28d78d5b99688fb8246c25de33d70eb25bef0c920d630aaea370f8a4981a2de8,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_claude_opus_4_7__seed_7.json
ta-4415accc1ec9,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,gemini-3.1-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.01658786460595807,-0.041298127656762995,0.76,3,27,1.0,sha256:4415accc1ec93cd393a23987a0af4dc53352aee940934ba53fc3391c16412004,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_gemini_3_1_pro__seed_11.json
ta-8ec660b9803b,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,gemini-3.1-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.03148638745614596,-0.04226851863858172,0.7727272727272727,3,23,1.0,sha256:8ec660b9803be9925ef87d04700ed157ae065178e380f301e5156e3cceb11010,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_gemini_3_1_pro__seed_17.json
ta-1c7196d1253d,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,gemini-3.1-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.052938365777701946,-0.1211969469402896,0.6333333333333333,8,23,1.0,sha256:1c7196d1253dc98c256131df5e97c0da9f83345a733247277bf09f9d2ab8d424,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_gemini_3_1_pro__seed_23.json
ta-499250f22d86,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,gemini-3.1-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.09736639841709327,-0.12070996911096421,0.6296296296296297,7,19,1.0,sha256:499250f22d862e51cdc5116d25099137f8a82039c99ae1b5a1acdc8b193857df,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_gemini_3_1_pro__seed_31.json
ta-e57b4893cff3,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,gemini-3.1-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.04864212103857812,-0.04226851863858172,0.7307692307692307,6,24,1.0,sha256:e57b4893cff3f049e6c6e305af3a88fee6ca2e13ac651d124e4661adee1a5e68,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_gemini_3_1_pro__seed_7.json
ta-1bd2254f8b18,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,glm-5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.011597130782113552,-0.056618626037848285,0.8148148148148148,3,32,1.0,sha256:1bd2254f8b183f8c6a02875d9f1dbffa07446540078ad30befd3891110d8b349,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_glm_5__seed_11.json
ta-bfea064200d1,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,glm-5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.010747403153063328,-0.057106356982351114,0.782608695652174,3,26,1.0,sha256:bfea064200d15b20d01f32712d8bf81dd1c791d91b59639e0f5838a89560c805,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_glm_5__seed_17.json
ta-08978397f6df,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,glm-5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.10932258210706935,-0.11989906247503879,0.7096774193548387,6,36,1.0,sha256:08978397f6df59a199b9c709ca8b26edc2c6a711c92256cd0ab8e25fe35b4600,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_glm_5__seed_23.json
ta-307185d6b99c,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,glm-5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.11837830112387582,-0.11989906247503879,0.6785714285714286,6,30,1.0,sha256:307185d6b99c6113542439cb76cea0b7b759d52506bd29bde8cf6f5e4294ffb4,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_glm_5__seed_31.json
ta-694e250680fe,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,glm-5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.006603659956621932,-0.056618626037848285,0.8214285714285714,4,33,1.0,sha256:694e250680feb51bf86760ed8dd1f6fe0cc80c9305bba09c0d922ddd2222baac,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_glm_5__seed_7.json
ta-bd8f2291a9fb,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,gpt-5.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.008230550353412136,-0.056727803567805934,0.7931034482758621,3,37,1.0,sha256:bd8f2291a9fbcb67fb2cccd9fe47a751841190d67704a5dd8aa77a52d6da2407,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_gpt_5_5__seed_11.json
ta-8705d0026b8b,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,gpt-5.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.0053205025420861585,-0.056891569876605375,0.8076923076923077,3,32,1.0,sha256:8705d0026b8b449515dbd60f2a147c7cf608342457de93f06b29c82f0b62607b,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_gpt_5_5__seed_17.json
ta-892eda5d0bbb,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,gpt-5.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.10311258473795815,-0.11999968810059158,0.6875,7,36,1.0,sha256:892eda5d0bbb298a4a4a2f870ebe58ed8fdd8be3cbc3154dc979f119a22e862b,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_gpt_5_5__seed_23.json
ta-56ef503e6f84,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,gpt-5.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.11027907110591328,-0.12015062655069708,0.6896551724137931,6,30,1.0,sha256:56ef503e6f84dcf50b448435428472b326db3628cd28f3e8ecd2d6dc251c1ea6,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_gpt_5_5__seed_31.json
ta-d080576867c6,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,gpt-5.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.009544787382853137,-0.056618626037848285,0.8333333333333334,3,37,1.0,sha256:d080576867c6ebe09805870258ff5a5caab2e6dddd1b9f286b3bbab677d6a493,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_gpt_5_5__seed_7.json
ta-99bc73bf56a8,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,kimi-k2.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.0045610491925990315,-0.05705652931308114,0.7333333333333333,5,41,1.0,sha256:99bc73bf56a8edd11736737f45fe321da861dad7a3303eabb4794d8943d4b5e5,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_kimi_k2_5__seed_11.json
ta-60d531e261b0,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,kimi-k2.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.006841844841121603,-0.04206287362399652,0.7391304347826086,4,25,1.0,sha256:60d531e261b0e16bc714b1693ad64fe43338ee4a55aa2b5f0b4f4f16c0d8a593,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_kimi_k2_5__seed_17.json
ta-9fdedfcd3b81,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,kimi-k2.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.10928828224926779,-0.11989906247503879,0.6774193548387096,7,32,1.0,sha256:9fdedfcd3b814e67fdb4491f2d17e1732805d549c2d6088714bf352512a60979,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_kimi_k2_5__seed_23.json
ta-028041a81f5c,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,kimi-k2.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,-0.11027907110591328,-0.12015062655069719,0.6896551724137931,6,26,1.0,sha256:028041a81f5c6dec9799c8f19598b8d82e918bfa8692d5e2fcd5017b11da62bd,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_kimi_k2_5__seed_31.json
ta-40cce8421d1c,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,llm_policy,poe,kimi-k2.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.005538251031219188,-0.056618626037848285,0.8275862068965517,4,37,1.0,sha256:40cce8421d1cdec7d235a50dae95561df55f605c71eaaf6a812711353de44db3,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/recent_cross_asset__poe_kimi_k2_5__seed_7.json
